******-------------------------------------------------------------------------------------------------------------------****** 
Duration of the scene is: 24.9269 seconds
Original Targets Numbers in the hole Scene: 20
Number of Targets in the hole Scene after preprocessing: 160
Number of static portions: 1
******-------------------------------------------------------------------------------------------------------------------****** 
TargetID: ID21
Relevancy: 1
tj = 13.2843
Label: 0
Comment: Target is relevant and going straight, since target is crossing Ego X-axis in EFC
DATA:
11.484,15.898,15.049,NaN,NaN,NaN,NaN,-0.8629,NaN,NaN
11.524,16.038,14.89,NaN,NaN,NaN,NaN,-0.8629,NaN,NaN
11.564,16.185,14.731,NaN,NaN,NaN,NaN,-0.8629,NaN,NaN
11.604,16.327,14.571,NaN,NaN,NaN,NaN,-0.8629,NaN,NaN
11.644,15.773,14.418,NaN,NaN,NaN,NaN,-1.4358,NaN,NaN
11.684,15.91,14.271,NaN,NaN,NaN,NaN,-1.3279,NaN,NaN
11.724,16.004,14.104,NaN,NaN,NaN,NaN,-1.2815,NaN,NaN
11.764,16.037,13.936,NaN,NaN,NaN,NaN,-1.2979,NaN,NaN
11.804,15.897,13.88,NaN,NaN,NaN,NaN,-1.45,NaN,NaN
11.844,15.92,13.721,NaN,NaN,NaN,NaN,-1.45,NaN,NaN
11.884,16.11,13.599,NaN,NaN,NaN,NaN,-1.3123,NaN,NaN
11.924,16.157,13.441,NaN,NaN,NaN,NaN,-1.3124,NaN,NaN
11.964,16.204,13.282,NaN,NaN,NaN,NaN,-1.3124,NaN,NaN
12.004,16.244,13.125,NaN,NaN,NaN,NaN,-1.3123,NaN,NaN
12.044,16.293,12.967,NaN,NaN,NaN,NaN,-1.3124,NaN,NaN
12.084,17.013,12.751,1.4869,-4.1044,-0,-0,-1.2232,0,Inf
12.124,17.07,12.591,1.487,-4.1044,-0,-0,-1.2232,0,Inf
12.164,17.13,12.429,1.4868,-4.1044,-0,-0,-1.2232,0,Inf
12.204,17.195,12.265,1.4869,-4.1044,-0,-0,-1.2232,0,Inf
12.244,17.355,12.073,1.6822,-4.0951,-0.047338,-0.024853,-1.1813,0.0082,539.9
12.284,17.448,11.931,1.726,-4.0571,-0.082512,-0.042758,-1.1681,0.0128,344.45
12.324,17.516,11.771,1.7255,-4.0501,-0.078804,-0.04038,-1.1676,0.0128,343.94
12.364,17.588,11.611,1.725,-4.0431,-0.075325,-0.038172,-1.1671,0.0128,343.42
12.404,17.656,11.453,1.7246,-4.0361,-0.071696,-0.03594,-1.1666,0.0128,342.9
12.444,17.726,11.293,1.7241,-4.0292,-0.068051,-0.03374,-1.1661,0.0128,342.39
12.484,17.801,11.133,1.7236,-4.0221,-0.064515,-0.031636,-1.1656,0.0128,341.87
12.524,17.872,10.974,1.7231,-4.0151,-0.060961,-0.029563,-1.1651,0.0128,341.34
12.564,17.94,10.816,1.7229,-4.008,-0.057516,-0.027589,-1.1645,0.0128,340.83
12.604,17.944,10.693,1.6211,-3.9744,-0.08794,-0.041687,-1.183,-0.008,-536.54
12.644,17.979,10.572,1.5705,-3.9591,-0.060317,-0.028287,-1.1928,-0.0228,-186.81
12.684,18.191,10.463,1.9237,-3.9681,0.19566,0.091089,-1.1205,0.0483,91.3
12.724,18.284,10.295,1.9647,-3.9975,0.26965,0.12425,-1.1155,0.0503,88.552
