******-------------------------------------------------------------------------------------------------------------------****** 
Duration of the scene is: 84.7329 seconds
Original Targets Numbers in the hole Scene: 15
Number of Targets in the hole Scene after preprocessing: 33
Number of static portions: 2
******-------------------------------------------------------------------------------------------------------------------****** 
TargetID: ID17
Target can not be processed due to lack of Data
******-------------------------------------------------------------------------------------------------------------------****** 
TargetID: ID19
Relevancy: 0
tj = Inf
Label: -1
Comment: Target is irrelevant as it is not crossing the estimated holding line
DATA:
63.289,NaN,NaN,NaN,NaN,NaN,NaN,-2.5944,NaN,NaN
63.329,NaN,NaN,NaN,NaN,NaN,NaN,-2.5357,NaN,NaN
63.369,NaN,NaN,NaN,NaN,NaN,NaN,-2.4817,NaN,NaN
63.409,NaN,NaN,NaN,NaN,NaN,NaN,-2.3925,NaN,NaN
63.449,NaN,NaN,NaN,NaN,NaN,NaN,-2.3925,NaN,NaN
63.489,NaN,NaN,NaN,NaN,NaN,NaN,-2.4828,NaN,NaN
63.529,NaN,NaN,NaN,NaN,NaN,NaN,-2.4249,NaN,NaN
63.569,NaN,NaN,NaN,NaN,NaN,NaN,-2.3737,NaN,NaN
63.61,NaN,NaN,NaN,NaN,NaN,NaN,-2.3063,NaN,NaN
63.649,NaN,NaN,NaN,NaN,NaN,NaN,-2.3171,NaN,NaN
63.689,NaN,NaN,NaN,NaN,NaN,NaN,-2.3171,NaN,NaN
63.729,-103.71,18.457,-3.473,-3.9465,-0.10907,-0.075019,-2.2926,0,Inf
63.769,-102.53,18.709,-3.4087,-4.2863,-0.096766,-0.066546,-2.2442,0.0096,570.47
63.809,-102.31,18.96,-3.4741,-4.2711,-0.1472,-0.10123,-2.2569,-0.0133,-413.96
63.85,-102.44,18.747,-3.4881,-4.3109,-0.16275,-0.11188,-2.2547,-0.0157,-353.2
63.89,-102.62,18.413,-3.817,-4.5752,-0.87342,-0.59998,-2.2813,-0.1311,-45.449
63.93,-102.77,18.209,-4.0208,-4.4876,-1.0375,-0.71255,-2.3167,-0.1977,-30.477
63.97,-102.34,18.211,-4.0245,-4.9556,-1.2291,-0.8434,-2.2778,-0.1206,-52.934
64.01,-102.52,18.002,-4.1399,-5.1466,-1.4156,-0.97107,-2.2753,-0.1072,-61.614
64.05,-102.81,18.016,-4.5413,-4.817,-1.6053,-1.1012,-2.3489,-0.1729,-38.289
