******-------------------------------------------------------------------------------------------------------------------****** 
Duration of the scene is: 11.2811 seconds
Original Targets Numbers in the hole Scene: 3
Number of Targets in the hole Scene after preprocessing: 4
Number of static portions: 1
******-------------------------------------------------------------------------------------------------------------------****** 
TargetID: ID01
Target can not be processed due to lack of Data
******-------------------------------------------------------------------------------------------------------------------****** 
TargetID: ID04
Target can not be processed due to lack of Data
******-------------------------------------------------------------------------------------------------------------------****** 
TargetID: ID02
Relevancy: 1
tj = 5.361
Label: 0
Comment: Target is relevant and going straight, since target is crossing Ego X-axis in EFC
DATA:
0,-0,0,NaN,NaN,NaN,NaN,0,NaN,NaN
0.040009,0.33051,0.13125,NaN,NaN,NaN,NaN,0.0357,NaN,NaN
0.080018,0.50843,0.14821,NaN,NaN,NaN,NaN,0.035,NaN,NaN
0.12004,0.68749,0.13247,NaN,NaN,NaN,NaN,0.0261,NaN,NaN
0.16004,0.86601,0.17134,NaN,NaN,NaN,NaN,0.0318,NaN,NaN
0.20004,-1.2379,0.59703,4.3602,0.10026,-0,0,0.023,0,Inf
0.24005,-1.0589,0.6059,4.4908,0.13781,0.074846,-0.063789,0.0234,-0.0012,-3744.1
0.28012,-0.87558,0.62588,4.6988,0.20625,0.13997,-0.11895,0.0313,-0.0027,-1742
0.32012,-0.682,0.64445,4.8685,0.23994,0.13923,-0.11835,0.0375,-0.0031,-1572.4
0.36008,-0.48697,0.64764,4.9967,0.24305,0.14734,-0.1247,0.0369,-0.0033,-1515.9
0.40008,-0.2869,0.65623,5.1633,0.24581,0.15177,-0.12905,0.0362,-0.0033,-1566.4
0.44008,-0.073244,0.66126,5.2719,0.23615,0.15934,-0.13491,0.0334,-0.0038,-1388.7
0.48011,0.14597,0.68097,5.3909,0.26495,0.13162,-0.11166,0.0401,-0.002,-2698.7
0.52011,0.36118,0.68057,5.4736,0.24425,0.13998,-0.11874,0.0353,-0.0025,-2191.6
0.56016,0.57746,0.70306,5.5522,0.27467,0.10891,-0.09281,0.0423,0.0006,9265
0.60011,0.78881,0.71827,5.5988,0.29347,0.090306,-0.076836,0.0466,0.0038,1475.4
0.64011,1.0146,0.7324,5.6914,0.3077,0.08097,-0.069073,0.049,0.0057,999.95
0.68013,1.2445,0.7377,5.7747,0.29575,0.088649,-0.075459,0.0458,0.0047,1230.3
0.72013,1.4728,0.75162,5.8591,0.31861,0.075206,-0.064177,0.0499,0.0085,690.32
0.76015,1.7047,0.7519,5.9368,0.28117,0.094598,-0.080689,0.0419,0.0023,2584.1
0.80014,1.9493,0.77184,6.03,0.30087,0.085369,-0.072842,0.0451,0.0041,1472.5
0.84015,2.1862,0.76347,6.0932,0.25153,0.10867,-0.092468,0.0354,-0.0009,-6775.9
0.88016,2.4285,0.76974,6.1721,0.25212,0.10778,-0.091733,0.0352,-0.0003,-20591
0.92018,2.6792,0.78331,6.2664,0.28221,0.094224,-0.080396,0.0402,0.0045,1394
