******-------------------------------------------------------------------------------------------------------------------****** 
Duration of the scene is: 24.9268 seconds
Original Targets Numbers in the hole Scene: 10
Number of Targets in the hole Scene after preprocessing: 20
Number of static portions: 1
******-------------------------------------------------------------------------------------------------------------------****** 
TargetID: ID01
Relevancy: 0
tj = Inf
Label: -1
Comment: Target is irrelevant as it is not crossing the estimated holding line
DATA:
5.6416,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN
5.6817,0.085129,0.0090737,2.1346,-4.3736e-07,NaN,NaN,0,0,Inf
5.7207,0.17169,-0.0056051,64.101,-3.1694e-09,-455.91,902.11,0,14.073,4.5548
5.7619,0.25513,0.0034957,24.333,-5.2703e-07,-136.98,-94.021,0,-3.8639,-6.2975
5.8007,0.34141,0.0026345,NaN,NaN,NaN,NaN,0,NaN,NaN
5.8408,0.4263,-0.0013432,2.1204,8.782e-08,NaN,NaN,0,0,Inf
5.8809,0.51129,0.0022134,66.13,2.8335e-07,-462.11,906.22,0,13.704,4.8258
5.9209,0.59762,-0.0043348,2.1644,4.8528e-07,-1599.1,3.199e-07,0,0,Inf
5.9608,0.68294,0.0025211,2.1424,-4.8567e-07,-0.55114,-1.4097e-07,0,-0,-Inf
6.0019,0.76847,-0.0052207,2.0934,-8.9947e-08,-1.1956,1.3463e-07,0,0,Inf
6.0409,0.85319,0.00071482,2.1779,-1.4421e-07,2.1672,-1.4615e-07,0,0,Inf
6.0809,0.93859,-0.0044243,21.665,-4.9114e-08,488.29,-20.955,0,-0.96723,-22.399
6.1209,1.0233,0.001289,2.123,-1.3392e-07,-488.44,2.2352e-07,0,0,Inf
6.1609,1.1097,-0.0038647,2.159,-2.0584e-08,0.89836,4.6369e-07,0,0,Inf
6.2009,1.2797,0.015337,2.159,-2.0584e-08,NaN,NaN,-0.0053104,NaN,NaN
6.242,1.4544,0.035065,2.159,-2.0584e-08,NaN,NaN,-0.010766,NaN,NaN
6.281,1.62,0.053778,2.159,-2.0584e-08,NaN,NaN,-0.015942,NaN,NaN
6.3218,1.7935,0.073363,2.159,-2.0584e-08,NaN,NaN,-0.021358,NaN,NaN
6.3611,1.9604,0.092223,2.159,-2.0584e-08,NaN,NaN,-0.026574,NaN,NaN
6.401,2.1302,0.11139,2.159,-2.0584e-08,NaN,NaN,-0.031875,NaN,NaN
6.441,2.3003,0.13061,2.159,-2.0584e-08,NaN,NaN,-0.037189,NaN,NaN
6.481,2.4704,0.14982,2.159,-2.0584e-08,NaN,NaN,-0.042503,NaN,NaN
6.5218,2.644,0.16943,2.159,-2.0584e-08,NaN,NaN,-0.047925,NaN,NaN
6.5612,2.8112,0.1883,2.159,-2.0584e-08,NaN,NaN,-0.053146,NaN,NaN
6.601,2.9807,0.20745,2.159,-2.0584e-08,NaN,NaN,-0.05844,NaN,NaN
6.6412,3.1513,0.22672,2.159,-2.0584e-08,NaN,NaN,-0.063769,NaN,NaN
6.6811,3.3209,0.24588,2.159,-2.0584e-08,NaN,NaN,-0.069067,NaN,NaN
6.7211,3.4912,0.26511,2.159,-2.0584e-08,NaN,NaN,-0.074386,NaN,NaN
6.7611,3.6611,0.28429,2.159,-2.0584e-08,NaN,NaN,-0.079692,NaN,NaN
