******-------------------------------------------------------------------------------------------------------------------****** 
Duration of the scene is: 150.91 seconds
Original Targets Numbers in the hole Scene: 10
Number of Targets in the hole Scene after preprocessing: 9
Number of static portions: 1
******-------------------------------------------------------------------------------------------------------------------****** 
TargetID: ID16
Relevancy: 0
tj = Inf
Label: -1
Comment: Target is irrelevant as it is not crossing the estimated holding line
DATA:
47.93,0,0,2.9713,-0.41183,0.089762,0.62149,0,0.0228,131.57
47.97,0.11716,-0.0029768,2.9982,-0.40813,0.093392,0.62588,0.0009,0.0228,132.71
48.01,0.17431,-0.072405,3.0686,-0.1748,0.00516,0.12023,-0.0318,0.0065,472.86
48.05,0.2629,-0.14589,1.7512,-2.5864,0.056995,-0.29891,-0.018367,0.0096959,322.14
48.09,0.34595,-0.20622,2.7833,0.49496,0.10896,-0.71914,-0.0049,0.0129,219.15
48.13,0.45613,-0.18638,2.7238,0.49706,0.11165,-0.68489,0.013437,0.021656,127.85
48.17,0.56386,-0.16644,2.667,0.50088,0.11433,-0.65068,0.031755,0.030402,89.259
48.21,0.66937,-0.14632,2.613,0.50641,0.11701,-0.61648,0.050069,0.039147,67.991
48.25,0.77278,-0.12594,2.5617,0.51367,0.11969,-0.58228,0.068386,0.047893,54.553
48.29,0.87439,-0.10519,2.513,0.52266,0.12237,-0.548,0.086738,0.056656,45.305
48.33,0.97398,-0.084075,2.4671,0.53337,0.12505,-0.51377,0.10507,0.065408,38.59
48.37,1.072,-0.062445,2.4237,0.54583,0.12774,-0.47946,0.12344,0.074181,33.492
48.41,1.1684,-0.040285,2.3832,0.56001,0.13043,-0.44516,0.14181,0.082952,29.512
48.45,1.2627,-0.017633,2.3455,0.57585,0.1331,-0.41101,0.16009,0.091681,26.343
48.49,1.3561,0.00582,2.3103,0.5935,0.13579,-0.37668,0.17848,0.10046,23.744
48.53,1.4475,0.029843,2.2781,0.61274,0.13846,-0.34259,0.19674,0.10918,21.608
48.57,1.5387,0.054978,2.2483,0.63396,0.14117,-0.30807,0.21522,0.118,19.796
48.61,1.6275,0.080609,2.2216,0.65657,0.14383,-0.27407,0.23342,0.1267,18.285
48.65,1.7157,0.1073,2.1974,0.681,0.14651,-0.23991,0.25172,0.13543,16.987
48.69,1.8033,0.13509,2.176,0.70722,0.14919,-0.20564,0.27007,0.14419,15.868
48.73,1.89,0.16395,2.1572,0.73516,0.15187,-0.17139,0.28841,0.15295,14.901
48.77,1.976,0.19395,2.1412,0.76482,0.15456,-0.13715,0.30674,0.1617,14.061
