******-------------------------------------------------------------------------------------------------------------------****** 
Duration of the scene is: 30.8813 seconds
Original Targets Numbers in the hole Scene: 5
Number of Targets in the hole Scene after preprocessing: 5
Number of static portions: 1
******-------------------------------------------------------------------------------------------------------------------****** 
TargetID: ID02
Relevancy: 0
tj = Inf
Label: -1
Comment: Target is irrelevant as it is not crossing the estimated holding line
DATA:
23.121,-0,0,3.0825,-0.069428,0.57268,0.29722,0,-0.0383,-80.504
23.161,0.12584,-0.00082638,3.115,-0.075117,0.5789,0.30138,-0.0017,-0.0383,-81.354
23.201,0.26911,-0.0035524,3.1933,-0.10392,0.71612,0.37136,-0.0061,-0.0403,-79.281
23.241,0.3826,0.011656,3.1536,-0.035452,0.54522,0.28424,0.0089,-0.0294,-107.27
23.281,0.47326,0.0021966,3.1028,-0.052414,0.45746,0.23867,0.0009,-0.0336,-92.359
23.323,0.53739,0.99021,2.9719,0.092249,0.15455,0.080426,0.0371,-0.0096,-309.72
23.361,0.6128,0.98975,2.9026,0.092896,0.029182,0.015315,0.0332,-0.0117,-248.22
23.402,0.65704,0.97437,2.7756,0.084879,-0.20842,-0.11167,0.0206,-0.0188,-147.71
23.441,0.74187,0.97859,2.7352,0.092888,-0.26425,-0.14242,0.0208,-0.0184,-148.74
23.481,0.92532,0.95964,2.8707,-0.03348,0.28017,0.14391,0.0008,-0.0304,-94.438
23.521,1.0412,0.9668,2.8991,-0.012638,0.31344,0.16078,0.0092,-0.0244,-118.81
23.561,1.1853,0.93977,2.95,-0.11696,0.59525,0.29817,-0.0143,-0.0381,-77.488
23.601,1.2907,0.93618,2.9409,-0.11907,0.54687,0.27477,-0.0169,-0.0387,-76.054
23.641,1.3616,0.94524,2.8807,-0.069487,0.31979,0.16358,-0.0097,-0.0336,-85.76
23.681,1.4669,0.95271,2.8846,-0.037633,0.26597,0.13678,-0.0012,-0.0275,-104.9
23.722,1.6957,0.9609,3.0171,0.0019723,0.28273,0.15032,0.0109,-0.019,-158.8
23.761,1.866,1.0008,3.0378,0.077899,0.34239,0.17624,0.0368,-0.0037,-821.3
23.801,1.9897,1.0039,3.0614,0.070197,0.3662,0.18824,0.035,-0.0048,-637.97
23.841,2.131,0.9985,3.0905,0.055981,0.39051,0.20044,0.0308,-0.0065,-475.54
23.881,2.2483,1.0066,3.1134,0.069398,0.40834,0.20953,0.0353,-0.0036,-865.04
23.921,2.3475,0.99611,3.023,0.052969,0.21787,0.11291,0.025,-0.0093,-325.1
23.961,2.3414,0.98327,2.8966,0.048015,-0.052383,-0.027669,0.0143,-0.0151,-191.85
24.001,2.3353,-0.94889,3.6075,0.24622,-0.050542,-0.026553,0.0669,-0.0151,-239.46
24.041,2.499,0.86998,2.6087,-0.12048,-0.052736,-0.027921,-0.0491,-0.0067,-389.77
24.081,2.4537,0.86766,2.3656,-0.047579,-0.035504,-0.018765,-0.0224,-0.0126,-187.79
24.123,2.44,0.88878,1.9319,-0.032579,-0.087956,-0.047141,-0.0255,-0.0115,-168.02
24.161,2.7023,0.83099,2.6179,-0.080516,0.13025,0.067528,-0.0241,-0.0041,-638.81
24.201,2.8693,0.8255,2.8562,-0.030293,0.26516,0.13786,-0.022,-0.0025,-1142.5
24.241,3.1752,0.73339,3.6487,0.066041,2.0578,1.0258,-0.0345,-0.0445,-82.006
24.281,3.2935,0.75422,3.6138,0.035395,1.555,0.78432,-0.0303,-0.0305,-118.49
24.321,3.3828,0.66564,3.4456,-0.05037,1.0179,0.52016,-0.0448,-0.0498,-69.197
24.361,3.4963,0.48433,3.4816,-0.054197,1.4777,0.75466,-0.0598,-0.0846,-41.158
24.402,3.6371,0.46638,3.5214,-0.084381,1.4595,0.74584,-0.0667,-0.0903,-39.008
24.441,3.6712,0.50558,3.3729,-0.18799,1.1494,0.57728,-0.0557,-0.077,-43.872
24.481,3.8153,0.47936,3.3929,-0.21078,1.075,0.5413,-0.0621,-0.0803,-42.335
24.521,3.9676,0.45989,3.4504,-0.14714,1.0832,0.55692,-0.076,-0.0988,-34.955
24.561,4.0794,0.86361,3.3778,-0.16176,0.44184,0.23665,-0.0621,-0.0616,-54.897
24.601,4.2113,0.85492,3.2401,-0.27219,0.43081,0.23062,-0.062841,-0.05909,-55.026
24.641,4.3385,0.84197,3.1126,-0.37335,0.41973,0.22457,-0.063586,-0.05657,-55.417
24.681,4.4607,0.82516,2.9959,-0.46474,0.40866,0.21852,-0.06433,-0.054051,-56.091
24.721,4.5782,0.80494,2.8902,-0.5463,0.39761,0.21249,-0.065072,-0.051536,-57.074
24.761,4.6923,0.78151,2.7948,-0.61854,0.3865,0.20642,-0.065819,-0.049009,-58.406
24.801,4.8018,0.75563,2.7108,-0.68048,0.37549,0.2004,-0.066559,-0.046504,-60.102
24.841,4.9089,0.7273,2.6372,-0.73311,0.36441,0.19435,-0.067303,-0.043983,-62.232
24.881,5.0132,0.69703,2.5742,-0.77605,0.35333,0.1883,-0.068048,-0.041462,-64.847
24.923,5.1206,0.66353,2.5196,-0.81073,0.34166,0.18193,-0.068832,-0.038807,-68.205
24.961,5.2149,0.63251,2.4809,-0.83262,0.33122,0.17622,-0.069533,-0.036433,-71.828
25.001,5.3137,0.59882,2.4502,-0.84643,0.32013,0.17017,-0.070278,-0.03391,-76.448
25.041,5.4113,0.56485,2.4304,-0.85049,0.30907,0.16412,-0.071022,-0.031392,-82.026
25.081,5.5081,0.53097,2.4213,-0.84488,0.29802,0.15809,-0.071764,-0.028879,-88.803
25.121,5.605,0.49744,2.423,-0.82956,0.28695,0.15204,-0.072508,-0.02636,-97.157
25.161,5.7024,0.46465,2.4355,-0.80448,0.27586,0.14598,-0.073253,-0.023837,-107.6
25.201,5.8001,0.43318,2.4586,-0.7698,0.26481,0.13995,-0.073995,-0.021323,-120.82
25.241,5.8994,0.40314,2.4927,-0.72522,0.25371,0.13388,-0.074741,-0.018797,-138.11
25.281,5.9995,0.37529,2.5372,-0.6713,0.24269,0.12786,-0.075482,-0.016289,-161.12
25.323,6.1074,0.34845,2.5957,-0.60401,0.23106,0.12151,-0.076263,-0.013644,-195.33
25.361,6.2071,0.32683,2.6588,-0.53401,0.22056,0.11577,-0.076969,-0.011255,-240.95
25.401,6.3151,0.30707,2.7358,-0.45068,0.20948,0.10972,-0.077713,-0.0087334,-317.48
25.441,6.4262,0.29087,2.8235,-0.35778,0.19841,0.10367,-0.078457,-0.0062162,-457.85
25.481,6.541,0.27859,2.9219,-0.25523,0.18735,0.097634,-0.0792,-0.0037,-792.71
25.521,6.6584,0.26919,2.9279,-0.256,0.18722,0.097569,-0.0793,-0.0037,-794.35
25.561,6.9724,0.24235,3.2638,-0.24358,0.54252,0.28289,-0.0745,0.0022,1487.7
25.601,7.1044,0.23244,3.2819,-0.24477,0.54228,0.28278,-0.0744,0.0022,1495.9
25.641,7.3685,0.16938,3.5038,-0.30514,0.77049,0.40083,-0.0869,-0.0039,-901.81
25.681,7.4902,0.14255,3.483,-0.24348,0.67494,0.35674,-0.0906,-0.0049,-712.55
25.721,7.6192,0.14837,3.4777,-0.22014,0.61606,0.32537,-0.082,0.0026,1340.2
25.761,7.7599,0.13649,3.4983,-0.22218,0.61602,0.32533,-0.082,0.0026,1348.2
