******-------------------------------------------------------------------------------------------------------------------****** 
Duration of the scene is: 160.2716 seconds
Original Targets Numbers in the hole Scene: 17
Number of Targets in the hole Scene after preprocessing: 63
Number of static portions: 2
******-------------------------------------------------------------------------------------------------------------------****** 
TargetID: ID23
Target can not be processed due to lack of Data
******-------------------------------------------------------------------------------------------------------------------****** 
TargetID: ID24
Target can not be processed due to lack of Data
******-------------------------------------------------------------------------------------------------------------------****** 
TargetID: ID25
Target can not be processed due to lack of Data
******-------------------------------------------------------------------------------------------------------------------****** 
TargetID: ID26
Target can not be processed due to lack of Data
******-------------------------------------------------------------------------------------------------------------------****** 
TargetID: ID27
Target can not be processed due to lack of Data
******-------------------------------------------------------------------------------------------------------------------****** 
TargetID: ID28
Target can not be processed due to lack of Data
******-------------------------------------------------------------------------------------------------------------------****** 
TargetID: ID29
Target can not be processed due to lack of Data
******-------------------------------------------------------------------------------------------------------------------****** 
TargetID: ID31
Target can not be processed due to lack of Data
******-------------------------------------------------------------------------------------------------------------------****** 
TargetID: ID32
Target can not be processed due to lack of Data
******-------------------------------------------------------------------------------------------------------------------****** 
TargetID: ID34
Target can not be processed due to lack of Data
******-------------------------------------------------------------------------------------------------------------------****** 
TargetID: ID35
Target can not be processed due to lack of Data
******-------------------------------------------------------------------------------------------------------------------****** 
TargetID: ID36
Target can not be processed due to lack of Data
******-------------------------------------------------------------------------------------------------------------------****** 
TargetID: ID37
Target can not be processed due to lack of Data
******-------------------------------------------------------------------------------------------------------------------****** 
TargetID: ID38
Target can not be processed due to lack of Data
******-------------------------------------------------------------------------------------------------------------------****** 
TargetID: ID39
Target can not be processed due to lack of Data
******-------------------------------------------------------------------------------------------------------------------****** 
TargetID: ID41
Target can not be processed due to lack of Data
******-------------------------------------------------------------------------------------------------------------------****** 
TargetID: ID42
Relevancy: 0
tj = Inf
Label: -1
Comment: Target is irrelevant as it is not crossing the estimated holding line
DATA:
140.95,0,-0,NaN,NaN,NaN,NaN,0,NaN,NaN
140.99,0.40875,0.0061038,NaN,NaN,NaN,NaN,0,NaN,NaN
141.03,0.81735,0.016392,NaN,NaN,NaN,NaN,-0.0001,NaN,NaN
141.07,1.2257,0.019084,NaN,NaN,NaN,NaN,-0.0001,NaN,NaN
141.11,1.5453,-0.67659,NaN,NaN,NaN,NaN,-0.2275,NaN,NaN
141.15,1.9485,-0.76543,NaN,NaN,NaN,NaN,-0.2275,NaN,NaN
141.19,NaN,NaN,NaN,NaN,NaN,NaN,-0.1765,NaN,NaN
141.23,NaN,NaN,NaN,NaN,NaN,NaN,-0.1764,NaN,NaN
141.27,NaN,NaN,NaN,NaN,NaN,NaN,-0.6006,NaN,NaN
141.31,NaN,NaN,NaN,NaN,NaN,NaN,-0.6006,NaN,NaN
141.35,NaN,NaN,NaN,NaN,NaN,NaN,-0.7168,NaN,NaN
141.39,NaN,NaN,NaN,NaN,NaN,NaN,-0.7168,NaN,NaN
141.43,NaN,NaN,NaN,NaN,NaN,NaN,-0.7168,NaN,NaN
141.47,NaN,NaN,NaN,NaN,NaN,NaN,-0.5838,NaN,NaN
141.51,NaN,NaN,NaN,NaN,NaN,NaN,-0.5486,NaN,NaN
141.55,NaN,NaN,NaN,NaN,NaN,NaN,-0.5488,NaN,NaN
141.59,NaN,NaN,NaN,NaN,NaN,NaN,-0.5488,NaN,NaN
141.63,NaN,NaN,NaN,NaN,NaN,NaN,-0.5489,NaN,NaN
141.67,NaN,NaN,NaN,NaN,NaN,NaN,-0.4399,NaN,NaN
141.71,NaN,NaN,NaN,NaN,NaN,NaN,-0.4398,NaN,NaN
141.75,7.7583,-4.2883,9.6102,-4.3682,0,-0,-0.4266,0,Inf
141.79,8.1423,-4.4593,9.6099,-4.369,0,-0,-0.4267,0,Inf
